"","loc","lon","lat"
"2815","Inverness , AL",-86.7110981,33.4070528
"2816","Acampo , CA",-121.2785588,38.1746398
"2817","Carleton , NE",-97.6786532,40.2991714
"2818","Davis , CA",-121.7405167,38.5449065
"2819","Roulette , PA",-78.1538977,41.7800651
"2820","Witt , IL",-89.3481413,39.2564351
"2821","Grant's Lick , KY",-84.3977162,38.8603437
"2822","Waverly , WV",-81.3795897,39.3381347
"2823","Woodside , DE",-75.5682584,39.0715017
"2824","Franklin Furnace , OH",-82.8479074,38.6177995
"2825","Perth , MS",-90.8678792,31.6593332
"2826","Amboy , IN",-85.9288757,40.6014291
"2827","Mount Carmel , OH",-84.3041044,39.1058943
"2828","Rocky Mount , VA",-79.8919774,36.9976403
"2829","Clayton , AL",-85.4496627,31.8782162
"2830","Lorain , OH",-82.1823746,41.452819
"2831","Canton , CT",-72.8956177,41.8247572
"2832","Freeburg , IL",-89.913714,38.4275499
"2833","Ottawa , IL",-88.8425769,41.3455892
"2834","Bridgeport , NJ",-75.3478016,39.8004233
"2835","North San Juan , CA",-121.1038655,39.3700973
"2836","Brownell , KS",-99.7462292,38.6402918
"2837","Brooklyn , MD",-76.6037222,39.2381955
"2838","Bowling Green , OH",-83.6513229,41.3747744
"2839","St. Clair , PA",-76.1910536,40.7206451
"2840","Varina , NC",-78.8000128,35.5843235
"2841","Newark , OH",-82.4012642,40.0581205
"2842","Middlesex , NC",-78.2038842,35.7901559
"2843","Marion , NC",-82.0092745,35.6840131
"2844","Georgetown , DE",-75.3854728,38.6901134
"2845","Benton , KY",-88.350315,36.8572781
"2846","Jacksboro , TN",-84.1838156,36.3300793
"2847","Dixon , CA",-121.8232958,38.4454641
"2848","Stillwater , OK",-97.0583681,36.1156071
"2849","Fredericksburg , TX",-98.8719843,30.2752011
"2850","Thomaston , GA",-84.3265854,32.8881879
"2851","Plaquemine , LA",-91.2342744,30.2890833
"2852","Thomas County , GA",-83.8473015,30.8417409
"2853","Sewickley , PA",-80.1844243,40.5364846
"2854","Lawrenceburg , KY",-84.8966171,38.0372967
"2855","Peterson , IA",-95.3438893,42.9180333
"2856","Rockwell , NC",-80.4064485,35.5512508
"2857","Aviston , IL",-89.6075894,38.6067151
"2858","Dayton , TN",-85.0124535,35.4939587
"2859","Littleton , CO",-105.0166498,39.613321
"2860","Edgewood , TX",-95.8852438,32.6981846
"2861","Bell Station , CA",-121.3103104,37.036669
"2862","Greenville , TX",-96.1108066,33.1384488
"2863","Mound City , IL",-89.1625731,37.0853291
"2864","Grafton , VA",-76.4685604,37.1654228
"2865","West Point , MS",-88.6503254,33.6076186
"2866","Wolfe City , TX",-96.0688607,33.3706654
"2867","Chester , CT",-72.4824991,41.4022081
"2868","Bachman , OH",-84.4571713,39.8628307
"2869","Winters , TX",-99.962313,31.9565343
"2870","Carthage , NY",-75.6093591,43.9781236
"2871","Galena , MD",-75.8788279,39.3406672
"2872","Arno , VA",-82.8121055,36.9273179
"2873","South Miami , FL",-80.2907618,25.7050697
"2874","McClellandtown , PA",-79.8667169,39.8870205
"2875","Leeper , PA",-79.3042099,41.3703408
"2876","Mohawk , NY",-75.0040449,43.0114592
"2877","Prosper , MN",-91.8695993,43.507745
"2878","Frackville , PA",-76.2302211,40.7839774
"2879","Cabool , MO",-92.1012678,37.123941
"2880","Bessemer , AL",-86.954437,33.4017766
"2881","Connersville , IN",-85.1410748,39.6411589
"2882","Salisbury , MD",-75.5993692,38.3606736
"2883","Kenney , IL",-89.0859189,40.0967053
"2884","Everett , PA",-78.3733484,40.0114711
"2885","Lowell , NC",-81.1028542,35.2679163
"2886","Rock Falls , IL",-89.6889967,41.7797533
"2887","Harold , KY",-82.6340441,37.5369141
"2888","NA , NJ",-74.4056612,40.0583238
"2889","Napoleonville , LA",-91.0274993,29.9382674
"2890","Houcktown , OH",-83.594414,40.935381
"2891","Westfield , MA",-72.749538,42.1250929
"2892","Keytesville , MO",-92.9382485,39.4344706
"2893","Henderson , CO",-104.8660597,39.9202178
"2894","Carthage , MO",-94.3102228,37.176447
"2895","Tyler , TX",-95.3010624,32.3512601
"2896","Garfield , NJ",-74.113198,40.8814882
"2897","San Leandro , CA",-122.1568554,37.7257663
"2898","Konawa , OK",-96.7527956,34.9595263
"2899","Newburg , MO",-91.9026607,37.9142075
"2900","Tempe , AZ",-111.9400054,33.4255104
"2901","Grosse Pointe , MI",-82.9118591,42.3861485
"2902","Mattoon , IL",-88.3728255,39.4830897
"2903","Coalfield , TN",-84.4153876,36.0335053
"2904","Rileyville , VA",-78.3880612,38.7651162
"2905","Fayetteville , OH",-83.9321521,39.1867298
"2906","Stephens , AR",-93.0696101,33.4112328
"2907","Stamford , CT",-73.5387341,41.0534302
"2908","Wakeshma , MI",-85.3342973,42.1218857
"2909","Pardo , PA",-75.5967069,39.9639966
"2910","Coal Creek , CO",-105.1483222,38.3611112
"2911","Emmet , AR",-93.4704521,33.7262253
"2912","Buda , TX",-97.8428927,30.0817231
"2913","North Vernon , IN",-85.6235796,39.006165
"2914","Burlington Flats , NY",-75.1829401,42.7453504
"2915","Rutland , VT",-72.9726065,43.6106237
"2916","Mount Sidney , VA",-78.9594723,38.2573517
"2917","Vienna , MO",-91.947112,38.1867085
"2918","Clifton Forge , VA",-79.8244947,37.816239
"2919","Chickasha , OK",-97.9364326,35.052565
"2920","Martinsville , VA",-79.8725386,36.6915262
"2921","Eufaula , OK",-95.5824846,35.2873206
"2922","Hertford , NC",-76.4660519,36.1901579
"2923","Bellevue , KY",-84.478831,39.1064488
"2924","Texico , NM",-103.0513351,34.3886868
"2925","Grand Forks , ND",-97.0328547,47.9252568
"2926","Pottsville , PA",-76.195499,40.6856456
"2927","Big Rapids , MI",-85.4836557,43.6980782
"2928","St. George , UT",-113.5684164,37.0965278
"2929","Maysville , KY",-83.744365,38.6411854
"2930","Mayville , WI",-88.5448237,43.4941611
"2931","Bellefontaine , OH",-83.7596557,40.3611643
"2932","Newtonville , MA",-71.2072321,42.3467771
"2933","Boulder , CO",-105.2705456,40.0149856
"2934","Luray , MO",-91.8818374,40.4530932
"2935","Buncombe County , NC",-82.4752757,35.5931377
"2936","Hindsboro , IL",-88.1336515,39.6850336
"2937","Anchorville , MI",-82.6885269,42.6911437
"2938","Alpena , MI",-83.4327528,45.0616794
"2939","Allentown , NJ",-74.5834887,40.1778886
"2940","Pebble Beach , CA",-121.9485937,36.5725286
"2941","Peninsula , OH",-81.5526176,41.2411668
"2942","Peru , OH",-82.669947,41.1880986
"2943","Ligonier , IN",-85.5874848,41.4658824
"2944","Arcata , CA",-124.0828396,40.8665166
"2945","Mountain Grove , MO",-92.2634942,37.1306078
"2946","Burnettsville , IN",-86.5936179,40.7611507
"2947","Haleburg , AL",-85.1371525,31.406562
"2948","Neville , OH",-84.2121565,38.8100686
"2949","Germantown , TN",-89.8100858,35.0867577
"2950","Henrietta , PA",-78.2972349,40.2648001
"2951","Delevan , NY",-78.4808534,42.4892295
"2952","Union City , IN",-84.8091287,40.201991
"2953","Pickens County , SC",-82.6483442,34.9046217
"2954","Nampa , ID",-116.55978,43.5788175
"2955","Riverton , LA",-92.0962466,32.1607105
"2956","Opelika , AL",-85.3782795,32.6454116
"2957","Sumter , SC",-80.3414693,33.9204354
"2958","Waldo , AR",-93.2957251,33.351514
"2959","Luckey , OH",-83.48743,41.4506077
"2960","Cable , IL",-90.5073546,41.2839243
"2961","Port Washington , WI",-87.875644,43.3872247
"2962","Altavista , VA",-79.285579,37.1118094
"2963","Riverton , WY",-108.3806054,43.024673
"2964","Salem , MO",-91.5359808,37.6455993
"2965","Chula Vista , CA",-117.0841955,32.6400541
"2966","Cheswold , DE",-75.5829782,39.2214269
"2967","Dixmoor , IL",-87.6609098,41.6298973
"2968","East Los Angeles , CA",-118.1669736,34.0224417
"2969","Struble , IA",-96.1953,42.8952663
"2970","Enfield , IL",-88.3375447,38.0994912
"2971","Coopertown , TN",-86.9692705,36.4387887
"2972","Iowa Hill , CA",-120.8593823,39.1085091
"2973","Bonners Ferry , ID",-116.3163092,48.6913257
"2974","Glen Roy , OH",-82.5796065,39.1125718
"2975","Sheffield , AL",-87.6986407,34.7650887
"2976","Elyria , OH",-82.1076486,41.3683798
"2977","Verboort , OR",-123.08556,45.54972
"2978","Carlyle , IL",-89.3725796,38.6103264
"2979","Maypearl , TX",-97.0149292,32.3114105
"2980","New Brookfield , SC",-82.2834485,34.7989937
"2981","West Columbia , SC",-81.0739825,33.9934867
"2982","Burlingame , CA",-122.34809,37.5778696
"2983","Midlothian , VA",-77.6490005,37.5061069
"2984","South Boston , VA",-78.9013987,36.6987493
"2985","Cherokee , AL",-87.9728143,34.7570342
"2986","Shelbyville , TN",-86.4602717,35.483406
"2987","Bosworth , MO",-93.3346524,39.469745
"2988","Camden , AL",-87.2905456,31.9909813
"2989","Daphne , AL",-87.9036047,30.6035255
"2990","Pittston , PA",-75.7893604,41.3259134
"2991","Olive Hill , KY",-83.1740654,38.3000809
"2992","Pequannock , NJ",-74.2973239,40.960201
"2993","Lowndes County , MS",-88.4403883,33.473423
"2994","Helena , AR",-90.5900273,34.5291253
"2995","Warren , PA",-79.2902133,41.8143331
"2996","Winchester , MA",-71.1369959,42.452303
"2997","Norwalk , OH",-82.6157331,41.2425531
"2998","Winnebago , NE",-96.4723119,42.2376482
"2999","Naples , FL",-81.7948103,26.1420358
"3000","Stone Mountain , GA",-84.170196,33.8081608
"3001","Horace , NE",-98.6734118,41.543067
"3002","Coon Rapids , MN",-93.3096446,45.1468356
"3003","Morganfield , KY",-87.9166915,37.6833776
"3004","Beard , IN",NA,NA
"3005","Tolar , TX",-97.92059,32.3890274
"3006","Clearwater , FL",-82.8001026,27.9658533
"3007","Manchester , CT",-72.5215009,41.7759301
"3008","Parker Ford , PA",-75.5837984,40.1995447
"3009","Pekin , IL",-89.640658,40.5675388
"3010","Belmore , OH",-83.9385529,41.1533845
"3011","Liverpool , NY",-76.2177046,43.106456
"3012","Snow Hill , MD",-75.3926959,38.1770634
"3013","Wheat Ridge , CO",-105.0772063,39.766098
"3014","Slayton , MN",-95.7558464,43.9877419
"3015","Trenton , OH",-84.4577222,39.4808905
"3016","Fowler , IN",-87.3208518,40.6167044
"3017","North Grosvenor Dale , CT",-71.8986833,41.9856531
"3018","Burnet , TX",-98.2283585,30.7582376
"3019","Hayden , AZ",-110.7853836,33.0047878
"3020","Madill , OK",-96.7716691,34.0903751
"3021","Anaconda , MT",-112.9478359,46.1262998
"3022","Danway , IL",-88.6917405,41.432532
"3023","Columbia , MO",-92.3340724,38.9517053
"3024","Eau Claire , WI",-91.4984941,44.811349
"3025","Humboldt , KS",-95.4369264,37.8105961
"3026","Wesson , AR",-92.7626597,33.1154128
"3027","Stony Point , NC",-81.0473008,35.8634665
"3028","Bradford , PA",-78.649163,41.9564953
"3029","Charleston , MS",-90.0567563,34.00678
"3030","Kershaw , SC",-80.5836836,34.5518201
"3031","Centerville , IN",-84.9963518,39.8178246
"3032","Clayton , CA",-121.9357925,37.9410341
"3033","Cedarville , OH",-83.8085372,39.7442268
"3034","Alamance County , NC",-79.4253776,36.0117388
"3035","Plateau , AL",-88.0638884,30.7362999
"3036","Cambria , WI",-89.1073356,43.542207
"3037","Marquette , NE",-98.009662,41.0069471
"3038","Oskaloosa , MO",-94.5924581,37.6392116
"3039","White Plains , NY",-73.7629097,41.0339862
"3040","Meadville , MS",-90.8967682,31.4723928
"3041","Oxford , MI",-83.2646624,42.8247524
"3042","Shinglehouse , PA",-78.1908437,41.9636768
"3043","Princeton , IL",-89.4648145,41.3680919
"3044","Huntington Park , CA",-118.2250725,33.9816812
"3045","Louisiana , MO",-91.0515256,39.4489351
"3046","Irwin , PA",-79.7011549,40.3245138
"3047","Palm Beach Gardens , FL",-80.1019144,26.8396096
"3048","Terrace Park , OH",-84.3071602,39.1592269
"3049","Litchfield , CT",-73.1887165,41.7472642
"3050","Epps , LA",-91.4778953,32.6040264
"3051","London , KY",-84.0832646,37.1289771
"3052","Arcadia , LA",-92.920158,32.5490406
"3053","Dover , NJ",-74.5621025,40.883988
"3054","Orem , UT",-111.6946475,40.2968979
"3055","Butler , KY",-84.3696594,38.7864569
"3056","Carter County , MO",-90.9438468,36.9073725
"3057","Harwood , TX",-97.5052724,29.6657863
"3058","Timpson , TX",-94.3952022,31.9037814
"3059","Woodsfield , OH",-81.1153842,39.7625729
"3060","Stewartsville , OH",-80.8581451,40.0120166
"3061","Winton , NC",-76.9319035,36.3957098
"3062","Dillon , SC",-79.3711579,34.4165505
"3063","Tucapau , SC",-82.0928977,34.9438704
"3064","Mineral Springs , PA",-78.3636295,40.9981125
"3065","Lyman , WA",-122.0618175,48.5270545
"3066","Merritt Island , FL",-80.6659842,28.3180688
"3067","Laton , CA",-119.686799,36.4332835
"3068","Franklin , TN",-86.8688899,35.9250637
"3069","New Hampton , IA",-92.317864,43.0592724
"3070","Camp Hill , PA",-76.9199742,40.2398118
"3071","Woodland , WI",-88.5187115,43.3702763
"3072","Perrysburg , OH",-83.627157,41.556996
"3073","Libby , MN",-93.3252261,46.7841151
"3074","Hebron , IL",-88.432318,42.4716853
"3075","Lawrenceville , IL",-87.6816927,38.7292137
"3076","Manhasset , NY",-73.6995749,40.7978787
"3077","Temple , TX",-97.342782,31.0982344
"3078","Moores Hill , IN",-85.0880122,39.1133882
"3079","Bayside , NY",-73.7654367,40.7585569
"3080","Waukesha , WI",-88.2314813,43.0116784
"3081","Georgetown , OK",-97.456914,35.395382
"3082","New Castle , IN",-85.3702476,39.928935
"3083","Athens , OH",-82.1012554,39.3292396
"3084","Coulterville , IL",-89.6056504,38.1864389
"3085","Latham , NY",-73.760537,42.7477661
"3086","Yellow Springs , OH",-83.886874,39.8064486
"3087","Byng , OK",-96.6655688,34.8611959
"3088","Wyandotte , MI",-83.1499239,42.2142064
"3089","Northridge , CA",-118.530123,34.2381251
"3090","Whitman , MA",-70.935599,42.0806564
"3091","Hamburg , AR",-91.7976285,33.2281757
"3092","Union , NJ",-74.2631635,40.6975898
"3093","Richmond , IA",-91.6973901,41.4497391
"3094","Braddock , PA",-79.8683824,40.4034024
"3095","Mount Pleasant , MS",-89.5159118,34.9559261
"3096","Avon Lake , OH",-82.0282001,41.5053178
"3097","East Lewisburg , PA",-76.8716318,40.9689739
"3098","New Castle , VA",-80.1108815,37.5001287
"3099","Corning , NY",-77.0546903,42.1428521
"3100","Princeton , WV",-81.1025918,37.3662293
"3101","Williston , VT",-73.099194,44.4454432
"3102","Oglethorpe , GA",-84.0610191,32.293769
"3103","Bel Air , MD",-76.3482931,39.5359406
"3104","Richardson , TX",-96.7298519,32.9483335
"3105","Middletown , MD",-77.5447102,39.4437123
"3106","Brighton , MA",-71.1626756,42.3463503
"3107","Templeton , MA",-72.067579,42.555644
"3108","Swifton , AR",-91.1284584,35.821742
"3109","Rochester , IA",-91.1580589,41.6735566
"3110","Kellyville , PA",-75.2868519,39.9356681
"3111","Pawtucket , RI",-71.3825558,41.878711
"3112","Weir City , KS",-94.7719043,37.3100548
"3113","Plant City , FL",-82.1128641,28.0186323
"3114","Union , IL",-88.5423132,42.2330782
"3115","Hilton Head , SC",-80.752608,32.216316
"3116","Covington , OH",-84.3538367,40.1172727
"3117","Turbot , PA",-76.8144298,41.0311211
"3118","Barrington , NJ",-75.0551714,39.8648357
"3119","Carnesville , GA",-83.235155,34.3698266
"3120","Amelia , VA",-77.973865,37.3212714
"3121","Conneaut , OH",-80.5542409,41.9475551
"3122","Henry , IL",-89.3564776,41.1114249
"3123","Cambridge , OH",-81.5884561,40.031183
"3124","Red Oak , IA",-95.2214477,41.0170937
"3125","Knob Noster , MO",-93.5585458,38.7666798
"3126","West Orange , NJ",-74.2390828,40.7985699
"3127","Ulm , AR",-91.4606828,34.5759299
"3128","Summerfield , LA",-92.8293451,32.912426
"3129","Coplay , PA",-75.4954612,40.6700965
"3130","Gladwin , MI",-84.4864007,43.9808549
"3131","Dellroy , OH",-81.1995488,40.5545077
"3132","Forrest City , AR",-90.7898342,35.0081474
"3133","Iola , KS",-95.3999814,37.9244799
"3134","Royse City , TX",-96.3324817,32.9751204
"3135","Staunton , IL",-89.7912063,39.0122684
"3136","Seatonville , IL",-89.2764763,41.3647575
"3137","Sleepy Eye , MN",-94.7263889,44.2980556
"3138","West Leyden , NY",-75.4637554,43.4594233
"3139","Robstown , TX",-97.6688843,27.7903032
"3140","South Dedham , MA",-71.1676536,42.2436085
"3141","Bloomingdale , MI",-85.9569675,42.3828129
"3142","Payette , ID",-116.9337711,44.0782195
"3143","Sullivan , MO",-91.1604207,38.2081045
"3144","Buchtel , OH",-82.1818141,39.4620147
"3145","West Salem , OH",-82.1098748,40.9714448
"3146","Turtle Creek , PA",-79.8250479,40.4059022
"3147","Santa Rita , NM",-108.071503,32.80368
"3148","Paris , TN",-88.3267107,36.3020023
"3149","St. James , MN",-94.6283192,43.9820734
"3150","Oviedo , FL",-81.2081203,28.669997
"3151","Elkins , AR",-94.0082547,36.0014682
"3152","Atwater , CA",-120.609084,37.3477174
"3153","Hundred , WV",-80.4589686,39.6836937
"3154","Villisca , IA",-94.9766416,40.9296034
"3155","Shenandoah , PA",-76.2007734,40.8203658
"3156","Bangor , ME",-68.7712257,44.8016128
"3157","Lexington , IL",-88.7834001,40.6414237
"3158","Burlington , KS",-95.7427641,38.1944667
"3159","Hallsville , TX",-94.5740934,32.504316
"3160","Northbrook , IL",-87.8289548,42.1275267
"3161","Bagley , WI",-91.10124,42.9055428
"3162","Piqua , KS",-95.5374629,37.9220374
"3163","Eureka , MI",-84.5138771,43.1036418
"3164","Williamsburg , VA",-76.7074571,37.2707022
"3165","Fleischmanns , NY",-74.5323753,42.1553663
"3166","Lake City , FL",-82.6392899,30.1896756
"3167","Watson , MI",-87.4145802,46.019122
"3168","Ambridge , PA",-80.22506,40.5892339
"3169","Piqua , OH",-84.2424449,40.1447732
"3170","Deer Park , WI",-92.3854703,45.1880195
"3171","Summerville , PA",-79.1867053,41.1161758
"3172","Hostetter , PA",-79.3983696,40.2661816
"3173","Enterprise , OH",-84.2790923,39.0642264
"3174","Callery , PA",-80.0364489,40.7406213
"3175","Wenatchee , WA",-120.3103494,47.4234599
"3176","Sunbury , PA",-76.7944104,40.862585
"3177","Allenton , MO",-90.6763215,38.5035877
"3178","Womelsdorf , PA",-76.1841139,40.3617591
"3179","Argo , IL",-87.810334,41.7880876
"3180","Carrick , PA",-79.9892034,40.3954426
"3181","Cherry Point , NC",-76.8967043,34.9032325
"3182","Denver , PA",-76.1371683,40.2331483
"3183","Bangall , NY",-73.6913421,41.8750639
"3184","Lakeville , CT",-73.4408034,41.9644861
"3185","Pittsboro , MS",-89.3375742,33.9403898
"3186","Waynesburg , PA",-80.1792299,39.8964641
"3187","Westminster , MD",-76.9958149,39.5753791
"3188","Greensboro , PA",-79.9128338,39.7911884
"3189","Brunswick , MO",-93.1304782,39.4233576
"3190","Ridgway , PA",-78.7286388,41.4203391
"3191","Campbell , NE",-98.7318891,40.2982503
"3192","White Haven , PA",-75.774082,41.06064
"3193","Gilbert , PA",-75.4393511,40.9159255
"3194","Baraboo , WI",-89.7442906,43.4710944
"3195","Waterloo , IL",-90.1498341,38.3358857
"3196","Piper City , IL",-88.191158,40.756702
"3197","Posen , IL",-87.681437,41.6317008
"3198","New Berlin , OH",-81.7941315,40.5612163
"3199","Rice Lake , WI",-91.738225,45.5060682
"3200","Camarillo , CA",-119.0376023,34.2163937
"3201","Lima , OH",-84.1052256,40.742551
"3202","Throop , PA",-75.6118548,41.4514694
"3203","Strykersville , NY",-78.4483532,42.7050607
"3204","Lincolnwood , IL",-87.7300594,42.0044757
"3205","Bridgeport , MI",-83.8851117,43.3609299
"3206","Keeler , MI",-86.1548269,42.1127832
"3207","Appleton , MN",-96.0244443,45.1991667
"3208","Stonington , CT",-71.9058854,41.3358915
"3209","Hillside , NJ",-74.2287333,40.6955044
"3210","Tabor , SD",-97.658954,42.9486088
"3211","Falls City , TX",-98.0175047,28.9827507
"3212","Sealy , TX",-96.1571833,29.7807878
"3213","McKees Rocks , PA",-80.0656106,40.4656244
"3214","Whiting , IN",-87.4944873,41.6797578
"3215","Telford , PA",-75.3281748,40.324992
"3216","Media , PA",-75.387693,39.9167783
"3217","Lopez , PA",-76.3334164,41.4574577
"3218","Plum Creek , NE",-97.0713572,41.0841215
"3219","Columbia , CA",-120.4013061,38.0363119
"3220","Apache , OK",-98.3658875,34.8936766
"3221","Petersburg , IL",-89.8481652,40.0117151
"3222","West Henrietta , NY",-77.6632587,43.0384885
"3223","Friendship , NY",-78.133638,42.2277459
"3224","West Allis , WI",-88.0070315,43.0166806
"3225","Morris Run , PA",-77.0180216,41.6772968
"3226","Garden City , KS",-100.8726618,37.9716898
"3227","Leonia , NJ",-73.9881942,40.8614887
"3228","Belle Fourche , SD",-103.852148,44.6713733
"3229","Weimar , TX",-96.7807575,29.7027251
"3230","Pullman , WA",-117.1817377,46.7297771
"3231","Vicksburg , MI",-85.532775,42.1200456
"3232","Premier , WV",-81.6437197,37.4223352
"3233","Sagamore , PA",-79.2278159,40.7800646
"3234","Lincoln , RI",-71.4418101,41.9110123
"3235","St. Albans , WV",-81.8191658,38.3793695
"3236","Willimantic , CT",-72.2081338,41.7106543
"3237","Fairbury , NE",-97.1798456,40.1466169
"3238","Cypress , CA",-118.0368507,33.8169366
"3239","Antioch , CA",-121.805789,38.0049214
"3240","Encino , CA",-118.5214282,34.1517492
"3241","Farmingdale , NY",-73.4454009,40.7325997
"3242","Speed , IN",-85.7524641,38.4122878
"3243","Summit , IL",-87.810334,41.7880876
"3244","Crenshaw , MS",-90.1987043,34.5026059
"3245","Berlin , KS",-94.896079,37.9214262
"3246","Sharon , CT",-73.4768697,41.8793754
"3247","La Palma , CA",-118.0461393,33.8463218
"3248","Newbury Park , CA",-118.9070887,34.1805403
"3249","Bennsville , MS",-77.0121973,38.6092853
"3250","Lyndhurst , OH",-81.4887315,41.5200523
"3251","Millville , OH",-84.6543933,39.3892219
"3252","Butler , AL",-88.2219652,32.0895908
"3253","Ashland , NY",-74.3334789,42.3036956
"3254","Sandersville , GA",-82.810138,32.9815431
"3255","Barre , VT",-72.5020494,44.1970055
"3256","Harbor Beach , MI",-82.6513186,43.8447369
"3257","Forest Park , IL",-87.81367,41.8794758
"3258","Columbus , WI",-89.0153875,43.3380464
"3259","Briggs , TX",-97.92671,30.8893873
"3260","Hooper , NE",-96.5472484,41.6099978
"3261","Denton , NC",-80.1158813,35.6334712
"3262","Long Beach , NY",-73.657908,40.5884373
"3263","Harvard , IL",-88.6137101,42.422241
"3264","Biltmore , NC",-82.5422563,35.5667063
"3265","Rawlins , WY",-107.2386627,41.7910697
"3266","Easthampton , MA",-72.66898,42.266757
"3267","Delmont , NJ",-74.9498957,39.2142809
"3268","Winooski , VT",-73.1856832,44.491438
"3269","Uhrichsville , OH",-81.3464998,40.3931218
"3270","Port Charlotte , FL",-82.0906448,26.9761707
"3271","Frazer , PA",-75.5560376,40.0323293
"3272","Beaver Meadows , PA",-75.9146444,40.9281419
"3273","Chelan , WA",-120.0168079,47.8408323
"3274","Wyalusing , PA",-76.2618786,41.6681309
"3275","Orange County , CA",-117.8311428,33.7174708
"3276","Fort Scott , KS",-94.7082951,37.8397626
"3277","Michigan City , IN",-86.8950297,41.7075394
"3278","Northport , AL",-87.5772293,33.229007
"3279","Armona , CA",-119.7084642,36.3157833
"3280","West Lebanon , NH",-72.3106065,43.6446508
"3281","Coeur d'Alene , ID",-116.7812225,47.6734632
"3282","Hanover , WI",-89.1620578,42.6386212
"3283","Loveland , OH",-84.263826,39.2689476
"3284","Roxton , TX",-95.7257949,33.5462168
"3285","Romulus , MI",-83.3965994,42.2222614
"3286","Hornell , NY",-77.6611025,42.3278477
"3287","Fairfield , ME",-69.5986469,44.5884052
"3288","Donnellson , IA",-91.5646028,40.6428152
"3289","Gulfport , MS",-89.0928155,30.3674198
"3290","Meridian , ID",-116.3915131,43.6121087
"3291","Stratford , NJ",-75.0154461,39.8267807
"3292","New Haven , WV",-81.9734718,38.986468
"3293","Whitwell , TN",-85.5191323,35.2014631
"3294","Nardin , OK",-97.4458796,36.8055861
"3295","Taylor , WA",-121.9708184,47.4325264
"3296","Flowood , MS",-90.0927549,32.3380521
"3297","French Creek , NY",-79.7036606,42.067833
"3298","Oneida , NY",-75.6512931,43.0925684
"3299","Wayland , MA",-71.3614484,42.3625953
"3300","Beverly , MA",-70.880049,42.5584283
"3301","Dana , CA",-121.5647087,41.1115507
"3302","Milton , VT",-73.1103908,44.6397405
"3303","Belton , SC",-82.4942948,34.5228881
"3304","Rutherford College , NC",-81.5294716,35.7500716
"3305","Union City , CA",-122.0438609,37.5933562
"3306","Ottumwa , IA",-92.4083022,41.0160293
"3307","Lexington , NE",-99.7415045,40.7808398
"3308","Globe , AZ",-110.7864984,33.3942223
"3309","Ludlow , MS",-89.7128534,32.5718052
"3310","Williston , ND",-103.6179745,48.1469683
"3311","Sonoma , CA",-122.4580356,38.291859
"3312","Goshen , OH",-84.1613239,39.2333935
"3313","Lynch Station , VA",-79.3008574,37.1462543
"3314","Plano , TX",-96.6988856,33.0198431
"3315","Natick , RI",-71.4820037,41.7187117
"3316","Concord , NH",-71.5375718,43.2081366
"3317","Dolomite , AL",-86.9548989,33.4711475
"3318","Escanaba , MI",-87.0645801,45.7452466
"3319","Butler , IN",-84.8713502,41.4297727
"3320","Mariposa , CA",-119.9662843,37.4849377
"3321","Clarington , OH",-80.8712059,39.7656311
"3322","Trenton , IL",-89.6820368,38.605604
"3323","Toms River , NJ",-74.1979458,39.9537358
"3324","Matteawan , NY",-73.9695832,41.5048158
"3325","Piermont , NY",-73.918192,41.0420414
"3326","Parkton , MD",-76.6582589,39.6430963
"3327","Daisytown , PA",-78.900858,40.319241
"3328","Whiteville , NC",-78.7030721,34.3387802
"3329","Birmingham , OH",-82.3607193,41.3300486
"3330","Auburn , IL",-89.7464874,39.5917197
"3331","West Chicago , IL",-88.2039607,41.8847507
"3332","Grand Cane , LA",-93.8101839,32.0840517
"3333","Omro , WI",-88.7442772,44.0394263
"3334","Moss Point , MS",-88.5344601,30.4115881
"3335","Thomasville , GA",-83.9787808,30.8365815
"3336","Georgetown , TX",-97.6779842,30.6332618
"3337","Wyoming , IA",-91.0073701,42.0591801
"3338","Tonawanda , NY",-78.8722341,42.989131
"3339","Ripley , TN",-89.5297973,35.7453552
"3340","Gaston County , NC",-81.2078164,35.2895651
"3341","Greenville , AL",-86.6177517,31.8295972
"3342","Lakewood , OH",-81.7981908,41.4819932
"3343","Scarborough , ME",-70.3344921,43.5901974
"3344","Mount Carmel , IL",-87.7614174,38.4108801
"3345","Milton , IN",-85.1552424,39.7881021
"3346","Berlin , WI",-88.9434476,43.9680364
"3347","Altadena , CA",-118.1313188,34.190162
"3348","Lake Jackson , TX",-95.4343859,29.0338575
"3349","Charles City , IA",-92.6724112,43.0663612
"3350","Chanute , KS",-95.4572034,37.6792135
"3351","Greeley , CO",-104.7091322,40.4233142
"3352","Rolling Prairie , WI",-88.7342714,43.4591601
"3353","Edmonds , WA",-122.3773551,47.8106521
"3354","Madison , NC",-79.959485,36.385415
"3355","Beaver County , PA",-80.365865,40.6367812
"3356","Greensburg , LA",-90.6717642,30.8307379
"3357","Rexburg , ID",-111.7924237,43.8231096
"3358","Encinitas , CA",-117.2919818,33.0369867
"3359","Emerson , AR",-93.1929441,33.0976347
"3360","Martins Ferry , OH",-80.724526,40.0959055
"3361","Somerville , NJ",-74.60988,40.5742696
"3362","Dwight , NE",-97.0200294,41.0836209
"3363","Savanna , IL",-90.1567944,42.0944671
"3364","Pinellas Park , FL",-82.6995443,27.8428025
